,fecha,reservas_internacionales
1151,2000-08-08,33979
1152,2000-08-09,33874
1153,2000-08-10,33780
1154,2000-08-11,33468
1155,2000-08-14,33441
1156,2000-08-15,33483
1157,2000-08-16,33534
1158,2000-08-17,33679
1159,2000-08-18,33121
1160,2000-08-22,33284
1161,2000-08-23,33429
1162,2000-08-24,33193
1163,2000-08-25,32678
1164,2000-08-28,32819
1165,2000-08-29,32007
1166,2000-08-30,32062
1167,2000-08-31,31831
1168,2000-09-01,32574
1169,2000-09-04,32589
1170,2000-09-05,32839
1171,2000-09-06,32976
1172,2000-09-07,32967
1173,2000-09-08,33331
1174,2000-09-11,33739
1175,2000-09-12,33607
1176,2000-09-13,33620
1177,2000-09-14,33632
1178,2000-09-15,33022
1179,2000-09-18,32953
1180,2000-09-19,33216
1181,2000-09-20,33460
1182,2000-09-21,33956
1183,2000-09-22,34139
1184,2000-09-25,33922
1185,2000-09-26,34674
1186,2000-09-27,34950
1187,2000-09-28,33879
1188,2000-09-29,33219
1189,2000-10-02,33555
1190,2000-10-03,34352
1191,2000-10-04,34589
1192,2000-10-05,34592
1193,2000-10-06,34750
1194,2000-10-09,34735
1195,2000-10-10,34216
1196,2000-10-11,34149
1197,2000-10-12,34390
1198,2000-10-13,33926
1199,2000-10-17,33572
1200,2000-10-18,33663
1201,2000-10-19,33611
1202,2000-10-20,33535
1203,2000-10-23,33253
1204,2000-10-24,33114
1205,2000-10-25,32828
1206,2000-10-26,32702
1207,2000-10-27,32798
1208,2000-10-30,32103
1209,2000-10-31,31751
1210,2000-11-01,32806
1211,2000-11-02,33108
1212,2000-11-03,33289
1213,2000-11-07,33232
1214,2000-11-08,33166
1215,2000-11-09,32957
1216,2000-11-10,31927
1217,2000-11-13,31750
1218,2000-11-14,31415
1219,2000-11-15,31013
1220,2000-11-16,30939
1221,2000-11-17,30835
1222,2000-11-20,30691
1223,2000-11-21,30922
1224,2000-11-22,30802
1225,2000-11-23,30811
1226,2000-11-24,29946
1227,2000-11-27,29777
1228,2000-11-28,29703
1229,2000-11-29,29377
1230,2000-11-30,29571
1231,2000-12-01,30222
1232,2000-12-04,30293
1233,2000-12-05,30772
1234,2000-12-06,31090
1235,2000-12-07,31284
1236,2000-12-11,31440
1237,2000-12-12,31251
1238,2000-12-13,31935
1239,2000-12-14,32149
1240,2000-12-15,31930
1241,2000-12-18,31941
1242,2000-12-19,31928
1243,2000-12-20,32080
1244,2000-12-21,34283
1245,2000-12-22,34654
1246,2000-12-26,34698
1247,2000-12-27,34627
1248,2000-12-31,34234
1249,2001-01-02,34591
1250,2001-01-03,34574
1251,2001-01-04,34583
1252,2001-01-05,34578
1253,2001-01-08,34753
1254,2001-01-09,34838
1255,2001-01-10,34902
1256,2001-01-11,34587
1257,2001-01-12,34878
1258,2001-01-15,34884
1259,2001-01-16,34432
1260,2001-01-17,34533
1261,2001-01-18,37380
1262,2001-01-19,37249
1263,2001-01-22,36864
1264,2001-01-23,36835
1265,2001-01-24,36791
1266,2001-01-25,36807
1267,2001-01-26,36749
1268,2001-01-29,36631
1269,2001-01-30,36131
1270,2001-01-31,36153
1271,2001-02-01,37086
1272,2001-02-02,37194
1273,2001-02-05,37034
1274,2001-02-06,36992
1275,2001-02-07,33764
1276,2001-02-08,33708
1277,2001-02-09,33776
1278,2001-02-12,33777
1279,2001-02-13,33598
1280,2001-02-14,33557
1281,2001-02-15,33484
1282,2001-02-16,33551
1283,2001-02-19,33550
1284,2001-02-20,33401
1285,2001-02-21,33359
1286,2001-02-22,33554
1287,2001-02-23,33879
1288,2001-02-26,33622
1289,2001-02-27,33301
1290,2001-02-28,33219
1291,2001-03-01,35286
1292,2001-03-02,35375
1293,2001-03-05,34708
1294,2001-03-06,35001
1295,2001-03-07,34773
1296,2001-03-08,34448
1297,2001-03-09,34353
1298,2001-03-12,34343
1299,2001-03-13,34222
1300,2001-03-14,34123
1301,2001-03-15,33698
1302,2001-03-16,32914
1303,2001-03-19,32320
1304,2001-03-20,31999
1305,2001-03-21,31660
1306,2001-03-22,31363
1307,2001-03-23,30902
1308,2001-03-26,30215
1309,2001-03-27,30241
1310,2001-03-28,30143
1311,2001-03-29,29317
1312,2001-03-30,29812
1313,2001-04-03,29891
1314,2001-04-04,30142
1315,2001-04-05,29969
1316,2001-04-06,30090
1317,2001-04-09,29671
1318,2001-04-10,30541
1319,2001-04-11,30502
1320,2001-04-16,28342
1321,2001-04-17,28308
1322,2001-04-18,28446
1323,2001-04-19,28319
1324,2001-04-20,28165
1325,2001-04-23,27696
1326,2001-04-24,27447
1327,2001-04-25,27155
1328,2001-04-26,27426
1329,2001-04-27,27083
1330,2001-04-30,26464
1331,2001-05-02,26902
1332,2001-05-03,27185
1333,2001-05-04,27038
1334,2001-05-07,26814
1335,2001-05-08,26958
1336,2001-05-09,26750
1337,2001-05-10,25902
1338,2001-05-11,26854
1339,2001-05-14,27213
1340,2001-05-15,26772
1341,2001-05-16,26765
1342,2001-05-17,26678
1343,2001-05-18,26648
1344,2001-05-21,26275
1345,2001-05-22,26163
1346,2001-05-23,27182
1347,2001-05-24,26147
1348,2001-05-28,26109
1349,2001-05-29,26201
1350,2001-05-30,25761
1351,2001-05-31,25570
1352,2001-06-01,26253
1353,2001-06-04,26542
1354,2001-06-05,26414
1355,2001-06-06,26521
1356,2001-06-07,26603
1357,2001-06-08,26723
1358,2001-06-11,26593
1359,2001-06-12,26338
1360,2001-06-13,26415
1361,2001-06-14,26273
1362,2001-06-15,26045
1363,2001-06-19,25319
1364,2001-06-20,26167
1365,2001-06-21,26112
1366,2001-06-22,26495
1367,2001-06-25,26429
1368,2001-06-26,26610
1369,2001-06-27,26914
1370,2001-06-28,27357
1371,2001-06-29,27266
1372,2001-07-02,27506
1373,2001-07-03,27639
1374,2001-07-04,27556
1375,2001-07-05,27138
1376,2001-07-06,26431
1377,2001-07-10,26610
1378,2001-07-11,25902
1379,2001-07-12,24443
1380,2001-07-13,23567
1381,2001-07-16,23107
1382,2001-07-17,23221
1383,2001-07-18,23052
1384,2001-07-19,23051
1385,2001-07-20,22843
1386,2001-07-23,22724
1387,2001-07-24,22638
1388,2001-07-25,22311
1389,2001-07-26,22264
1390,2001-07-27,21108
1391,2001-07-30,20929
1392,2001-07-31,20257
1393,2001-08-01,19882
1394,2001-08-02,19396
1395,2001-08-03,18935
1396,2001-08-06,18759
1397,2001-08-07,19059
1398,2001-08-08,18950
1399,2001-08-09,18933
1400,2001-08-10,19366
1401,2001-08-13,19452
1402,2001-08-14,19479
1403,2001-08-15,18986
1404,2001-08-16,19017
1405,2001-08-17,18849
1406,2001-08-21,18374
1407,2001-08-22,18406
1408,2001-08-23,18508
1409,2001-08-24,18296
1410,2001-08-27,18264
1411,2001-08-28,18166
1412,2001-08-29,17824
1413,2001-08-30,17978
1414,2001-08-31,17467
1415,2001-09-03,17439
1416,2001-09-04,17467
1417,2001-09-05,17591
1418,2001-09-06,17740
1419,2001-09-07,17916
1420,2001-09-10,23416
1421,2001-09-11,23458
1422,2001-09-12,23454
1423,2001-09-13,24824
1424,2001-09-14,24853
1425,2001-09-17,24620
1426,2001-09-18,24684
1427,2001-09-19,24817
1428,2001-09-20,25023
1429,2001-09-21,25162
1430,2001-09-24,25087
1431,2001-09-25,25480
1432,2001-09-26,25407
1433,2001-09-27,25034
1434,2001-09-28,24799
1435,2001-10-01,24553
1436,2001-10-02,24756
1437,2001-10-03,24804
1438,2001-10-04,24576
1439,2001-10-05,24090
1440,2001-10-09,23392
1441,2001-10-10,24148
1442,2001-10-11,23807
1443,2001-10-12,23212
1444,2001-10-15,22893
1445,2001-10-16,22974
1446,2001-10-17,23308
1447,2001-10-18,23323
1448,2001-10-19,23522
1449,2001-10-22,23147
1450,2001-10-23,23342
1451,2001-10-24,23249
1452,2001-10-25,23311
1453,2001-10-26,23020
1454,2001-10-29,22908
1455,2001-10-30,22603
1456,2001-10-31,21190
1457,2001-11-01,20732
1458,2001-11-02,20177
1459,2001-11-05,19864
1460,2001-11-07,20324
1461,2001-11-08,20743
1462,2001-11-09,20173
1463,2001-11-12,20120
1464,2001-11-13,20160
1465,2001-11-14,20143
1466,2001-11-15,19919
1467,2001-11-16,19612
1468,2001-11-19,19461
1469,2001-11-20,19393
1470,2001-11-21,18887
1471,2001-11-22,18821
1472,2001-11-23,18476
1473,2001-11-26,18229
1474,2001-11-27,17916
1475,2001-11-28,17662
1476,2001-11-29,17093
1477,2001-11-30,15195
1478,2001-12-03,15088
1479,2001-12-04,15101
1480,2001-12-05,15015
1481,2001-12-06,15274
1482,2001-12-07,15487
1483,2001-12-10,15630
1484,2001-12-11,15733
1485,2001-12-12,15683
1486,2001-12-13,15740
1487,2001-12-14,15772
1488,2001-12-17,15710
1489,2001-12-18,15376
1490,2001-12-19,14995
1491,2001-12-20,14851
1492,2001-12-21,14864
1493,2001-12-24,15153
1494,2001-12-26,15100
1495,2001-12-27,15334
1496,2001-12-28,15306
1497,2001-12-31,15232
1498,2002-01-02,15164
1499,2002-01-03,15215
1500,2002-01-04,15237
1501,2002-01-07,15371
1502,2002-01-08,15392
1503,2002-01-09,15396
1504,2002-01-10,15419
1505,2002-01-11,15429
1506,2002-01-14,15468
1507,2002-01-15,15358
1508,2002-01-16,15348
1509,2002-01-17,15226
1510,2002-01-18,15188
1511,2002-01-21,15167
1512,2002-01-22,15132
1513,2002-01-23,15177
1514,2002-01-24,15157
1515,2002-01-25,14137
1516,2002-01-28,14082
1517,2002-01-29,14066
1518,2002-01-30,14067
1519,2002-01-31,14069
1520,2002-02-01,14025
1521,2002-02-04,13674
1522,2002-02-05,13973
1523,2002-02-06,13971
1524,2002-02-07,13974
1525,2002-02-08,13936
1526,2002-02-11,13694
1527,2002-02-12,13667
1528,2002-02-13,13665
1529,2002-02-14,13664
1530,2002-02-15,13658
1531,2002-02-18,13657
1532,2002-02-19,13627
1533,2002-02-20,13605
1534,2002-02-21,13600
1535,2002-02-22,14118
1536,2002-02-25,14121
1537,2002-02-26,14062
1538,2002-02-27,13996
1539,2002-02-28,13883
1540,2002-03-01,13788
1541,2002-03-04,13732
1542,2002-03-05,13794
1543,2002-03-06,13798
1544,2002-03-07,13809
1545,2002-03-08,13774
1546,2002-03-11,13753
1547,2002-03-12,13603
1548,2002-03-13,13541
1549,2002-03-14,13431
1550,2002-03-15,13364
1551,2002-03-18,13341
1552,2002-03-19,13202
1553,2002-03-20,13101
1554,2002-03-21,12937
1555,2002-03-22,12899
1556,2002-03-25,12895
1557,2002-03-26,12855
1558,2002-03-27,12780
1559,2002-04-02,12762
1560,2002-04-03,12667
1561,2002-04-04,12699
1562,2002-04-05,12686
1563,2002-04-08,12665
1564,2002-04-09,12644
1565,2002-04-10,12530
1566,2002-04-11,12472
1567,2002-04-12,12454
1568,2002-04-15,12436
1569,2002-04-16,12396
1570,2002-04-17,12390
1571,2002-04-18,12353
1572,2002-04-19,12314
1573,2002-04-22,12315
1574,2002-04-23,12316
1575,2002-04-24,12316
1576,2002-04-25,12317
1577,2002-04-26,12317
1578,2002-04-29,12313
1579,2002-04-30,12171
1580,2002-05-02,12135
1581,2002-05-03,12027
1582,2002-05-06,12009
1583,2002-05-07,11980
1584,2002-05-08,11770
1585,2002-05-09,11740
1586,2002-05-10,11564
1587,2002-05-13,11546
1588,2002-05-14,10843
1589,2002-05-15,10818
1590,2002-05-16,10795
1591,2002-05-17,10751
1592,2002-05-20,10709
1593,2002-05-21,10636
1594,2002-05-22,10594
1595,2002-05-23,10563
1596,2002-05-24,10505
1597,2002-05-27,10463
1598,2002-05-28,10386
1599,2002-05-29,10357
1600,2002-05-30,10221
1601,2002-05-31,10185
1602,2002-06-03,10174
1603,2002-06-04,10182
1604,2002-06-05,10158
1605,2002-06-06,10119
1606,2002-06-07,10054
1607,2002-06-10,10070
1608,2002-06-11,10062
1609,2002-06-12,9974
1610,2002-06-13,9966
1611,2002-06-14,9928
1612,2002-06-18,9818
1613,2002-06-19,9819
1614,2002-06-20,9781
1615,2002-06-21,9757
1616,2002-06-24,9688
1617,2002-06-25,9695
1618,2002-06-26,9717
1619,2002-06-27,9698
1620,2002-06-28,9629
1621,2002-07-01,9574
1622,2002-07-02,9568
1623,2002-07-03,9535
1624,2002-07-04,9511
1625,2002-07-05,9504
1626,2002-07-08,9508
1627,2002-07-10,9505
1628,2002-07-11,9531
1629,2002-07-12,9525
1630,2002-07-15,8958
1631,2002-07-16,9015
1632,2002-07-17,9052
1633,2002-07-18,9022
1634,2002-07-19,8968
1635,2002-07-22,8979
1636,2002-07-23,8944
1637,2002-07-24,8932
1638,2002-07-25,8937
1639,2002-07-26,8966
1640,2002-07-29,8973
1641,2002-07-30,9015
1642,2002-07-31,8986
1643,2002-08-01,8982
1644,2002-08-02,8961
1645,2002-08-05,8985
1646,2002-08-06,8985
1647,2002-08-07,8980
1648,2002-08-08,8832
1649,2002-08-09,8873
1650,2002-08-12,8894
1651,2002-08-13,8936
1652,2002-08-14,8962
1653,2002-08-15,9034
1654,2002-08-16,9030
1655,2002-08-20,9070
1656,2002-08-21,9094
1657,2002-08-22,9133
1658,2002-08-23,9098
1659,2002-08-26,9098
1660,2002-08-27,9070
1661,2002-08-28,9086
1662,2002-08-29,9109
1663,2002-08-30,9102
1664,2002-09-02,9109
1665,2002-09-03,9144
1666,2002-09-04,9163
1667,2002-09-05,9158
1668,2002-09-06,9338
1669,2002-09-09,9316
1670,2002-09-10,9369
1671,2002-09-11,9374
1672,2002-09-12,9404
1673,2002-09-13,9411
1674,2002-09-16,9450
1675,2002-09-17,9449
1676,2002-09-18,9472
1677,2002-09-19,9481
1678,2002-09-20,9453
1679,2002-09-23,9477
1680,2002-09-24,9476
1681,2002-09-25,9472
1682,2002-09-26,9465
1683,2002-09-27,9431
1684,2002-09-30,9404
1685,2002-10-01,9426
1686,2002-10-02,9414
1687,2002-10-03,9426
1688,2002-10-04,9377
1689,2002-10-07,9399
1690,2002-10-08,9401
1691,2002-10-09,9435
1692,2002-10-10,9380
1693,2002-10-11,9383
1694,2002-10-15,9458
1695,2002-10-16,9523
1696,2002-10-17,9634
1697,2002-10-18,9630
1698,2002-10-21,9629
1699,2002-10-22,9641
1700,2002-10-23,9712
1701,2002-10-24,9732
1702,2002-10-25,9749
1703,2002-10-28,9772
1704,2002-10-29,9789
1705,2002-10-30,9835
1706,2002-10-31,9883
1707,2002-11-01,9918
1708,2002-11-04,9916
1709,2002-11-05,9922
1710,2002-11-07,9805
1711,2002-11-08,9897
1712,2002-11-11,9711
1713,2002-11-12,9810
1714,2002-11-13,9854
1715,2002-11-14,9787
1716,2002-11-15,9777
1717,2002-11-18,9821
1718,2002-11-19,9864
1719,2002-11-20,9823
1720,2002-11-21,9861
1721,2002-11-22,9883
1722,2002-11-25,9906
1723,2002-11-26,9993
1724,2002-11-27,10030
1725,2002-11-28,10019
1726,2002-11-29,10022
1727,2002-12-02,10071
1728,2002-12-03,10111
1729,2002-12-04,10128
1730,2002-12-05,10140
1731,2002-12-06,10139
1732,2002-12-09,10152
1733,2002-12-10,10186
1734,2002-12-11,10221
1735,2002-12-12,10234
1736,2002-12-13,10259
1737,2002-12-16,10203
1738,2002-12-17,10206
1739,2002-12-18,10247
1740,2002-12-19,10274
1741,2002-12-20,10295
1742,2002-12-23,10368
1743,2002-12-24,10378
1744,2002-12-26,10415
1745,2002-12-27,10469
1746,2002-12-30,10516
1747,2002-12-31,10476
1748,2003-01-02,10501
1749,2003-01-03,10505
1750,2003-01-06,10564
1751,2003-01-07,10605
1752,2003-01-08,10652
1753,2003-01-09,10663
1754,2003-01-10,10645
1755,2003-01-13,10664
1756,2003-01-14,10693
1757,2003-01-15,10730
1758,2003-01-16,10746
1759,2003-01-17,9751
1760,2003-01-20,9752
1761,2003-01-21,9815
1762,2003-01-22,9831
1763,2003-01-23,8267
1764,2003-01-24,8245
1765,2003-01-27,9262
1766,2003-01-28,9264
1767,2003-01-29,9330
1768,2003-01-30,9334
1769,2003-01-31,9326
1770,2003-02-03,9308
1771,2003-02-04,9290
1772,2003-02-05,9306
1773,2003-02-06,9320
1774,2003-02-07,9210
1775,2003-02-10,9232
1776,2003-02-11,9256
1777,2003-02-12,9236
1778,2003-02-13,9291
1779,2003-02-14,9440
1780,2003-02-17,9439
1781,2003-02-18,9434
1782,2003-02-19,10194
1783,2003-02-20,10209
1784,2003-02-21,10247
1785,2003-02-24,10251
1786,2003-02-25,10274
1787,2003-02-26,10300
1788,2003-02-27,10295
1789,2003-02-28,10289
1790,2003-03-03,10256
1791,2003-03-04,10263
1792,2003-03-05,10266
1793,2003-03-06,10276
1794,2003-03-07,10279
1795,2003-03-10,10304
1796,2003-03-11,10310
1797,2003-03-12,10312
1798,2003-03-13,10312
1799,2003-03-14,10326
1800,2003-03-17,10209
1801,2003-03-18,10224
1802,2003-03-19,10176
1803,2003-03-20,10513
1804,2003-03-21,10507
1805,2003-03-24,10496
1806,2003-03-25,10533
1807,2003-03-26,10555
1808,2003-03-27,10576
1809,2003-03-28,10517
1810,2003-04-01,10513
1811,2003-04-02,10515
1812,2003-04-03,10540
1813,2003-04-04,10547
1814,2003-04-07,10519
1815,2003-04-08,10506
1816,2003-04-09,10514
1817,2003-04-10,10448
1818,2003-04-11,10472
1819,2003-04-14,10472
1820,2003-04-15,10477
1821,2003-04-16,10484
1822,2003-04-21,10502
1823,2003-04-22,10541
1824,2003-04-23,10595
1825,2003-04-24,10609
1826,2003-04-25,10867
1827,2003-04-28,10891
1828,2003-04-29,10948
1829,2003-04-30,10971
1830,2003-05-02,11102
1831,2003-05-05,11182
1832,2003-05-06,11260
1833,2003-05-07,10996
1834,2003-05-08,11135
1835,2003-05-09,11292
1836,2003-05-12,11354
1837,2003-05-13,11465
1838,2003-05-14,10735
1839,2003-05-15,10755
1840,2003-05-16,10898
1841,2003-05-19,10881
1842,2003-05-20,10971
1843,2003-05-21,10988
1844,2003-05-22,11008
1845,2003-05-23,11045
1846,2003-05-26,11048
1847,2003-05-27,11052
1848,2003-05-28,11048
1849,2003-05-29,11087
1850,2003-05-30,11374
1851,2003-06-02,11547
1852,2003-06-03,11601
1853,2003-06-04,11638
1854,2003-06-05,11614
1855,2003-06-06,11656
1856,2003-06-09,11734
1857,2003-06-10,11823
1858,2003-06-11,11853
1859,2003-06-12,12021
1860,2003-06-13,11452
1861,2003-06-17,11552
1862,2003-06-18,11628
1863,2003-06-19,11637
1864,2003-06-20,11650
1865,2003-06-23,11735
1866,2003-06-24,12136
1867,2003-06-25,12173
1868,2003-06-26,12237
1869,2003-06-27,12229
1870,2003-06-30,12183
1871,2003-07-01,12201
1872,2003-07-02,12239
1873,2003-07-03,12244
1874,2003-07-04,12973
1875,2003-07-07,13036
1876,2003-07-08,13071
1877,2003-07-10,13101
1878,2003-07-11,13137
1879,2003-07-14,13167
1880,2003-07-15,13197
1881,2003-07-16,13251
1882,2003-07-17,12267
1883,2003-07-18,12300
1884,2003-07-21,12321
1885,2003-07-22,12357
1886,2003-07-23,12376
1887,2003-07-24,12424
1888,2003-07-25,12467
1889,2003-07-28,12490
1890,2003-07-29,13552
1891,2003-07-30,13518
1892,2003-07-31,13484
1893,2003-08-01,13496
1894,2003-08-04,13521
1895,2003-08-05,13504
1896,2003-08-06,13533
1897,2003-08-07,13396
1898,2003-08-08,13390
1899,2003-08-11,13398
1900,2003-08-12,13365
1901,2003-08-13,13395
1902,2003-08-14,13357
1903,2003-08-15,13325
1904,2003-08-19,13319
1905,2003-08-20,13340
1906,2003-08-21,13334
1907,2003-08-22,13332
1908,2003-08-25,13334
1909,2003-08-26,13330
1910,2003-08-27,13317
1911,2003-08-28,13300
1912,2003-08-29,13584
1913,2003-09-01,13592
1914,2003-09-02,13618
1915,2003-09-03,13622
1916,2003-09-04,13625
1917,2003-09-05,13643
1918,2003-09-08,13707
1919,2003-09-09,13714
1920,2003-09-10,13763
1921,2003-09-11,10870
1922,2003-09-12,10757
1923,2003-09-15,10804
1924,2003-09-16,10802
1925,2003-09-17,10815
1926,2003-09-18,10825
1927,2003-09-19,10845
1928,2003-09-22,10841
1929,2003-09-23,13428
1930,2003-09-24,13449
1931,2003-09-25,13467
1932,2003-09-26,13383
1933,2003-09-29,13378
1934,2003-09-30,13406
1935,2003-10-01,13423
1936,2003-10-02,13434
1937,2003-10-03,13436
1938,2003-10-06,13446
1939,2003-10-07,13457
1940,2003-10-08,13477
1941,2003-10-09,13508
1942,2003-10-10,13427
1943,2003-10-14,13449
1944,2003-10-15,13333
1945,2003-10-16,13360
1946,2003-10-17,13331
1947,2003-10-20,13242
1948,2003-10-21,13310
1949,2003-10-22,13337
1950,2003-10-23,13357
1951,2003-10-24,12754
1952,2003-10-27,12792
1953,2003-10-28,12821
1954,2003-10-29,12848
1955,2003-10-30,12882
1956,2003-10-31,12902
1957,2003-11-03,12892
1958,2003-11-04,12924
1959,2003-11-05,12953
1960,2003-11-07,12841
1961,2003-11-10,13329
1962,2003-11-11,13334
1963,2003-11-12,13387
1964,2003-11-13,13435
1965,2003-11-14,13506
1966,2003-11-17,13435
1967,2003-11-18,13499
1968,2003-11-19,13503
1969,2003-11-20,13535
1970,2003-11-21,13394
1971,2003-11-24,13448
1972,2003-11-25,13466
1973,2003-11-26,13487
1974,2003-11-27,13487
1975,2003-11-28,13483
1976,2003-12-01,13520
1977,2003-12-02,13538
1978,2003-12-03,13583
1979,2003-12-04,13721
1980,2003-12-05,13754
1981,2003-12-09,13890
1982,2003-12-10,13917
1983,2003-12-11,13938
1984,2003-12-12,13976
1985,2003-12-15,13402
1986,2003-12-16,13437
1987,2003-12-17,13497
1988,2003-12-18,13551
1989,2003-12-19,13577
1990,2003-12-22,14048
1991,2003-12-23,14072
1992,2003-12-24,14061
1993,2003-12-26,14073
1994,2003-12-29,14052
1995,2003-12-30,14117
1996,2003-12-31,14119
1997,2004-01-02,14209
1998,2004-01-05,14257
1999,2004-01-06,14303
2000,2004-01-07,14326
2001,2004-01-08,14364
2002,2004-01-09,14398
2003,2004-01-12,14440
2004,2004-01-13,14467
2005,2004-01-14,14500
2006,2004-01-15,14480
2007,2004-01-16,14502
2008,2004-01-19,14502
2009,2004-01-20,14476
2010,2004-01-21,14554
2011,2004-01-22,14584
2012,2004-01-23,14619
2013,2004-01-26,14632
2014,2004-01-27,14653
2015,2004-01-28,14661
2016,2004-01-29,14669
2017,2004-01-30,14920
2018,2004-02-02,14957
2019,2004-02-03,14991
2020,2004-02-04,14997
2021,2004-02-05,15001
2022,2004-02-06,15022
2023,2004-02-09,14971
2024,2004-02-10,15037
2025,2004-02-11,15047
2026,2004-02-12,15089
2027,2004-02-13,15105
2028,2004-02-16,15104
2029,2004-02-17,14963
2030,2004-02-18,14984
2031,2004-02-19,14971
2032,2004-02-20,14976
2033,2004-02-23,14947
2034,2004-02-24,14967
2035,2004-02-25,14998
2036,2004-02-26,15000
2037,2004-02-27,15003
2038,2004-03-01,15046
2039,2004-03-02,15049
2040,2004-03-03,15026
2041,2004-03-04,15011
2042,2004-03-05,15031
2043,2004-03-08,15062
2044,2004-03-09,12017
2045,2004-03-10,12042
2046,2004-03-11,12055
2047,2004-03-12,12107
2048,2004-03-15,11997
2049,2004-03-16,12027
2050,2004-03-17,12047
2051,2004-03-18,12004
2052,2004-03-19,11748
2053,2004-03-22,11756
2054,2004-03-23,11779
2055,2004-03-24,14878
2056,2004-03-25,14866
2057,2004-03-26,14861
2058,2004-03-29,14882
2059,2004-03-30,14921
2060,2004-03-31,15003
2061,2004-04-01,15104
2062,2004-04-02,15113
2063,2004-04-06,15142
2064,2004-04-07,15100
2065,2004-04-12,15123
2066,2004-04-13,15144
2067,2004-04-14,15202
2068,2004-04-15,15206
2069,2004-04-16,15155
2070,2004-04-19,15200
2071,2004-04-20,15250
2072,2004-04-21,15280
2073,2004-04-22,15339
2074,2004-04-23,15407
2075,2004-04-26,15472
2076,2004-04-27,15537
2077,2004-04-28,15588
2078,2004-04-29,15656
2079,2004-04-30,15763
2080,2004-05-03,15853
2081,2004-05-04,15965
2082,2004-05-05,16021
2083,2004-05-06,16054
2084,2004-05-07,16008
2085,2004-05-10,15966
2086,2004-05-11,16021
2087,2004-05-12,16126
2088,2004-05-13,16161
2089,2004-05-14,16216
2090,2004-05-17,16154
2091,2004-05-18,16228
2092,2004-05-19,16310
2093,2004-05-20,16359
2094,2004-05-21,16446
2095,2004-05-24,16511
2096,2004-05-26,16576
2097,2004-05-27,16645
2098,2004-05-28,16703
2099,2004-05-31,16705
2100,2004-06-01,16811
2101,2004-06-02,16883
2102,2004-06-03,16916
2103,2004-06-04,17019
2104,2004-06-07,17065
2105,2004-06-08,17079
2106,2004-06-09,17117
2107,2004-06-10,17190
2108,2004-06-11,17212
2109,2004-06-14,17263
2110,2004-06-15,17314
2111,2004-06-16,17366
2112,2004-06-17,17459
2113,2004-06-18,17155
2114,2004-06-22,17368
2115,2004-06-23,17428
2116,2004-06-24,17501
2117,2004-06-25,17530
2118,2004-06-28,17550
2119,2004-06-29,17556
2120,2004-06-30,17443
2121,2004-07-01,17478
2122,2004-07-02,17513
2123,2004-07-05,17513
2124,2004-07-06,17732
2125,2004-07-07,17879
2126,2004-07-08,17913
2127,2004-07-12,17995
2128,2004-07-13,18007
2129,2004-07-14,18079
2130,2004-07-15,18089
2131,2004-07-16,18009
2132,2004-07-19,18017
2133,2004-07-20,18023
2134,2004-07-21,18013
2135,2004-07-22,18040
2136,2004-07-23,18038
2137,2004-07-26,18081
2138,2004-07-27,18049
2139,2004-07-28,18064
2140,2004-07-29,18048
2141,2004-07-30,18068
2142,2004-08-02,18124
2143,2004-08-03,18182
2144,2004-08-04,18157
2145,2004-08-05,18050
2146,2004-08-06,18101
2147,2004-08-09,18110
2148,2004-08-10,18144
2149,2004-08-11,18140
2150,2004-08-12,18156
2151,2004-08-13,18064
2152,2004-08-17,18083
2153,2004-08-18,18121
2154,2004-08-19,18142
2155,2004-08-20,17999
2156,2004-08-23,17983
2157,2004-08-24,17958
2158,2004-08-25,17979
2159,2004-08-26,17992
2160,2004-08-27,17965
2161,2004-08-30,18007
2162,2004-08-31,18076
2163,2004-09-01,18084
2164,2004-09-02,18096
2165,2004-09-03,18104
2166,2004-09-06,18102
2167,2004-09-07,18149
2168,2004-09-08,18209
2169,2004-09-09,18248
2170,2004-09-10,18291
2171,2004-09-13,18364
2172,2004-09-14,18394
2173,2004-09-15,18285
2174,2004-09-16,18329
2175,2004-09-17,18354
2176,2004-09-20,18070
2177,2004-09-21,18094
2178,2004-09-22,18071
2179,2004-09-23,18139
2180,2004-09-24,18147
2181,2004-09-27,18178
2182,2004-09-28,18121
2183,2004-09-29,18150
2184,2004-09-30,18224
2185,2004-10-01,18277
2186,2004-10-04,18287
2187,2004-10-05,18325
2188,2004-10-06,18303
2189,2004-10-07,18370
2190,2004-10-08,18344
2191,2004-10-12,18395
2192,2004-10-13,18347
2193,2004-10-14,18399
2194,2004-10-15,18255
2195,2004-10-18,18250
2196,2004-10-19,18298
2197,2004-10-20,18368
2198,2004-10-21,18419
2199,2004-10-22,18463
2200,2004-10-25,18503
2201,2004-10-26,18536
2202,2004-10-27,18541
2203,2004-10-28,18576
2204,2004-10-29,18587
2205,2004-11-01,18575
2206,2004-11-02,18591
2207,2004-11-03,18640
2208,2004-11-04,18551
2209,2004-11-05,18615
2210,2004-11-08,18629
2211,2004-11-09,18654
2212,2004-11-10,18649
2213,2004-11-11,18633
2214,2004-11-12,18716
2215,2004-11-15,18666
2216,2004-11-16,18691
2217,2004-11-17,18744
2218,2004-11-18,18748
2219,2004-11-19,18786
2220,2004-11-22,18701
2221,2004-11-23,18757
2222,2004-11-24,18807
2223,2004-11-25,18821
2224,2004-11-26,18850
2225,2004-11-29,18890
